preferred_study_level,phd_supervisor,supervisor_approval,intended_study_area,preferred_dest_1,preferred_dest_2,preferred_dest_3,study_plan,uni_contacted,application_process,current_status,work_experience,birth_year,passport,academic_backlogs,number_of_backlogs,budget,funding_source,parents_occupation,english_test_taken,english_test_name,english_test_score,family_abroad,other_consultants,lead_converted_flag
Postgraduate,No,No,Business & Economics,USA,USA,USA,01-2021,No,No,Working professional,1-3,1992,No,No,0,Not provided,Bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,UK,Ireland,Other,01-2021,No,No,Working professional,<1,1998,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,Ireland,Other,Other,01-2021,Yes,No,Student,0,2000,Yes,No,0,20-30,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Business & Economics,Australia,Canada,New Zealand,01-2021,No,No,Student,0,2000,Yes,No,0,20-30,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,MBA,Australia,Other,Other,01-2021,No,No,Student,0,2000,No,Yes,<5,Not provided,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Sciences,USA,Australia,Other,01-2021,No,No,Student,0,1999,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Pharmacy,Australia,Other,Other,01-2021,No,No,Student,0,2004,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Acupuncture,Australia,Canada,UK,01-2022,No,No,Student,0,1994,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,Other,Other,01-2021,No,No,Working professional,1-3,1995,Yes,Yes,>10,20-30,Parents asset,Not provided,Yes,IELTS,6.5,Yes,No,0
Vocational,No,No,Other,Canada,Other,Other,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Media & Communications,Canada,Other,Other,01-2021,No,No,Student,0,1994,Yes,No,0,10-20,Parents asset,Own business,Yes,IELTS,6.0,Yes,No,0
Postgraduate,No,No,Media & Communications,UK,UK,UK,01-2021,No,No,Working professional,1-3,1995,Yes,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Medical,New Zealand,UK,Other,01-2021,No,No,Working professional,7+,1980,Yes,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Computer Science and Information Technology,New Zealand,Canada,Other,01-2021,No,No,Working professional,<1,1994,Yes,Yes,>10,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Business & Economics,Canada,Other,Other,01-2021,No,No,Student,0,2003,Yes,No,0,Not provided,Parents asset,Not provided,Yes,IELTS,6.5,Yes,No,0
Postgraduate,No,No,MBA,UK,Other,Other,01-2021,No,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Vocational,No,No,Food,Canada,Other,Other,01-2021,No,No,Student,0,1997,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Sciences,Australia,Other,Other,01-2021,No,No,Student,0,2001,No,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Other,USA,Australia,Other,01-2022,No,No,Student,0,1999,No,No,0,Not provided,Other,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Law/legal studies,Canada,Australia,Other,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Accounting,UK,Other,Other,01-2021,No,No,Working professional,1-3,1997,No,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Other,Australia,Other,Other,01-2021,No,No,Student,0,1995,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Sciences,Canada,USA,Other,01-2021,No,No,Student,0,1999,Yes,No,0,10-20,Self funding,Not provided,Yes,IELTS,6.0,Yes,No,0
Postgraduate,No,No,MBA,USA,Canada,Other,01-2021,No,No,Working professional,4-6,1993,Yes,No,0,20-30,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Horticulture,UK,USA,Canada,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,UK,UK,01-2021,No,No,Working professional,1-3,1996,Yes,Yes,<5,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,Australia,Other,Other,01-2021,No,No,Student,0,1998,Yes,No,0,10-20,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,Australia,Canada,Canada,01-2021,No,No,Working professional,1-3,1998,No,No,0,<10,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Aviation,USA,Canada,Canada,01-2021,No,No,Student,0,2002,Yes,Yes,<5,<10,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Construction ,USA,UK,Other,01-2021,Yes,No,Working professional,1-3,1994,Yes,Yes,>10,Not provided,Self funding,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Architecture & Built Environment Studies,UK,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,USA,USA,01-2021,No,No,Working professional,1-3,1996,Yes,No,0,10-20,Sponsorship by relatives,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Canada,Other,Other,01-2021,No,No,Working professional,<1,1998,Yes,Yes,<5,Not provided,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,No,No,Working professional,4-6,1991,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Other,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1997,Yes,No,0,Not provided,Other,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Engineering,UK,Other,Other,01-2021,No,No,Student,0,2003,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,UK,USA,Australia,01-2021,No,No,Working professional,1-3,1995,Yes,No,0,20-30,Bank loan,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,Ireland,New Zealand,Other,01-2021,No,No,Student,0,1998,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1992,Yes,Yes,>10,10-20,Bank loan,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Hospitality,New Zealand,Canada,Australia,01-2021,No,No,Student,0,2000,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Pharmacy,Ireland,Other,Other,01-2021,No,No,Working professional,<1,1996,Yes,No,0,Not provided,Other,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Data Analytics,Ireland,USA,USA,01-2021,Yes,No,Working professional,1-3,1996,Yes,Yes,<5,<10,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Designing,Canada,Canada,Canada,01-2021,No,No,Student,0,2001,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,IDP AND CARRER LINE,0
Postgraduate,No,No,Sciences,Canada,Canada,Canada,01-2022,No,No,Student,0,1994,Yes,No,0,10-20,Parents asset,Own business,Yes,IELTS,6.0,No,No,0
Undergraduate,No,No,Pharmacy,UK,Other,Other,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Computer Science and Information Technology,Canada,Canada,Canada,01-2021,No,No,Student,0,1996,Yes,Yes,>10,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Ireland,UK,New Zealand,01-2022,No,No,Working professional,7+,1981,Yes,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Other,New Zealand,Ireland,Other,01-2021,Yes,No,Working professional,7+,1972,Yes,No,0,Not provided,Self funding,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,UK,Australia,Canada,01-2021,No,No,Student,0,1995,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Canada,Canada,01-2021,No,No,Student,0,1998,No,No,0,10-20,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,UK,Ireland,Other,01-2021,No,No,Working professional,1-3,1993,No,Yes,6,Not provided,Not provided,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Computer Science and Information Technology,Australia,Other,Other,01-2021,No,No,Student,0,2001,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Cyber-Security,Canada,Other,Other,01-2021,Yes,No,Working professional,1-3,1995,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,1
Postgraduate,No,No,Physics,Australia,Other,Other,01-2021,No,No,Student,0,2001,No,No,0,Not provided,Not provided,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Other,Canada,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Not provided,Yes,IELTS,5.5,No,No,0
Postgraduate,No,No,Physiotherapy,UK,Other,Other,01-2021,No,No,Working professional,1-3,1993,No,Yes,<5,10-20,Bank loan,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Commerce,Canada,Other,Other,01-2021,No,No,Student,0,1992,Yes,Yes,<5,Not provided,Bank loan,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Hospitality,Canada,Other,Other,01-2021,No,No,Student,0,2005,No,Yes,<5,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Australia,UK,UK,01-2021,No,No,Student,0,1997,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,Canada,Other,Other,01-2021,Yes,No,Student,0,1999,Yes,No,0,10-20,Bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Media & Communications,UK,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Hospitality,UK,Ireland,Other,01-2021,No,No,Working professional,4-6,1992,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,UK,Other,Other,01-2021,No,No,Student,0,1999,No,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,MBA,Canada,Australia,Other,01-2022,No,No,Working professional,4-6,1994,Yes,Yes,6,Not provided,Bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Law/legal studies,USA,Australia,Canada,01-2021,No,No,Student,0,2004,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Pharmacy,Canada,Other,Other,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Data Science,USA,USA,USA,01-2021,No,No,Working professional,<1,1997,Yes,No,0,20-30,Bank loan,Own business,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Finance,UK,Canada,Other,01-2021,No,No,Working professional,4-6,1992,Yes,Yes,<5,Not provided,Self funding,Not provided,Yes,IELTS,6.0,No,No,0
Vocational,No,No,Computer Science and Information Technology,USA,UK,Other,01-2021,No,No,Student,0,1998,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,MBA,UK,Other,Other,01-2021,No,No,Student,0,2000,No,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,Canada,Canada,Canada,01-2021,No,No,Working professional,<1,1996,Yes,No,0,Not provided,Parents asset,Own business,Yes,IELTS,5.5,Yes,No,0
Postgraduate,No,No,MBA,Canada,USA,Other,01-2021,No,No,Student,0,2000,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Nursing,Canada,Australia,Other,01-2021,No,No,Working professional,1-3,1997,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,Canada,Other,Other,01-2021,Yes,No,Student,0,1999,Yes,No,0,10-20,Parents asset,In-Service,Yes,IELTS,7.5,Yes,No,1
Postgraduate,No,No,Other,UK,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Geophysics,UK,Other,Other,01-2021,No,No,Working professional,<1,1997,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Other,Canada,Australia,Other,01-2022,No,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,Not provided,Yes,IELTS,6.0,No,No,0
Undergraduate,No,No,Other,UK,USA,Other,01-2021,No,No,Student,0,2004,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,Canada,Other,Other,01-2021,Yes,No,Student,0,1999,Yes,No,0,10-20,Parents asset,Own business,Yes,IELTS,6.5,Yes,No,0
Postgraduate,No,No,Nursing,Canada,UK,Other,01-2021,No,No,Working professional,1-3,1998,Yes,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2022,No,No,Working professional,<1,1998,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Stats,USA,Other,Other,01-2021,No,No,Student,0,2001,No,Yes,<5,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Other,USA,Other,Other,01-2021,No,No,Student,0,2001,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Other,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1992,Yes,Yes,<5,Not provided,Self funding,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Other,Canada,Other,Other,01-2021,No,No,Student,0,1993,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,USA,Canada,Canada,01-2021,No,No,Working professional,7+,1993,Yes,No,0,Not provided,Parents asset,Not provided,Yes,IELTS,6.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2022,No,No,Student,0,1998,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Commerce,UK,Canada,Other,01-2021,No,No,Student,0,2001,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Artificial Intelligence,Canada,Canada,Canada,01-2021,Yes,No,Working professional,4-6,1998,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Canada,New Zealand,Australia,01-2021,No,No,Working professional,1-3,1999,Yes,No,0,<10,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,MD,Canada,Other,Other,01-2021,No,No,Student,0,1988,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Yoga,UK,Other,Other,01-2021,No,No,Working professional,7+,1969,Yes,No,0,Not provided,Bank loan,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,Australia,Canada,Other,01-2022,No,No,Working professional,1-3,1996,No,Yes,<5,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Media & Communications,Canada,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,Other,Other,01-2021,No,No,Student,0,2000,No,No,0,Not provided,Not provided,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Hospitality,Canada,Other,Other,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,USA,USA,01-2021,No,No,Student,0,2000,Yes,Yes,<5,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Film Making,UK,UK,USA,01-2021,No,No,Working professional,4-6,1991,Yes,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Sciences,Canada,Ireland,New Zealand,01-2021,No,No,Student,0,2000,No,Yes,<5,<10,Bank loan,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Other,Canada,Other,Other,01-2021,No,No,Working professional,4-6,1992,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,MBA,Canada,UK,Other,01-2022,No,No,Student,0,1997,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Other,UK,Australia,New Zealand,01-2021,No,No,Working professional,4-6,1991,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,Not,0
Postgraduate,No,No,MBA,UK,Canada,Other,01-2021,No,No,Working professional,7+,1983,Yes,Yes,<5,Not provided,Bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Data Analyst,Canada,Canada,Canada,01-2021,No,No,Student,0,1996,No,No,0,<10,Self funding,In-Service,No,Not Taken,0.0,Yes,Apply Board,0
Postgraduate,No,No,Sciences,Canada,Australia,Other,01-2021,No,No,Student,0,1998,Yes,Yes,6,10-20,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Student,0,1999,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Psychology,UK,Canada,Other,01-2021,No,No,Working professional,7+,1990,Yes,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Other,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1997,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Other,Canada,Canada,Canada,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Parents asset,In-Service,Yes,IELTS,6.5,Yes,Canam,0
Postgraduate,No,No,Engineering,Australia,Canada,Other,01-2021,No,No,Student,0,1998,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Sciences,Australia,Australia,Australia,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,Australia,Canada,Ireland,01-2021,No,No,Student,0,1998,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,USA,USA,USA,01-2021,No,No,Working professional,<1,1996,No,No,0,<10,Combined self /parent funding and bank loan,Own business,No,Not Taken,0.0,No,No,0
Vocational,No,No,Other,Canada,Other,Other,01-2021,No,No,Working professional,4-6,1991,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,No,No,Student,0,1995,Yes,Yes,>10,<10,Parents asset,Own business,Yes,IELTS,6.5,Yes,No,0
Postgraduate,No,No,Business & Economics,UK,UK,Canada,01-2021,No,No,Working professional,<1,1996,No,No,0,Not provided,Bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Nursing,UK,Canada,Australia,01-2021,No,No,Student,0,2000,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Engineering,USA,USA,USA,01-2021,No,No,Student,0,2004,No,Yes,<5,Not provided,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,USA,Other,Other,01-2021,No,No,Working professional,1-3,1996,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Engineering,Canada,Canada,Canada,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Education,Australia,Australia,Australia,01-2021,No,No,Student,0,1999,Yes,No,0,<10,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Chemistry,UK,Ireland,New Zealand,01-2021,No,No,Student,0,1999,No,No,0,<10,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Other,Canada,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Sponsorship by relatives,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,USA,Canada,Other,01-2021,No,No,Working professional,1-3,1998,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
